"visitor_id","timestamp","variant","converted","page_views","session_duration","referrer","user_agent","device"
9289,2025-06-09 07:05:08,"VariantA",0,8,29,"google","Safari","Mobile"
9290,2025-06-14 16:03:39,"VariantA",0,4,19,"google","Safari","Desktop"
9291,2025-06-14 06:00:57,"Control",0,8,20,"facebook","Safari","Mobile"
9292,2025-06-06 01:15:36,"Control",0,4,25,"facebook","Chrome","Mobile"
9293,2025-06-14 04:07:34,"Control",0,3,23,"direct","Chrome","Mobile"
9294,2025-05-27 17:20:38,"Control",0,5,32,"facebook","Firefox","Mobile"
9295,2025-06-08 14:37:36,"VariantA",0,7,8,"google","Chrome","Mobile"
9296,2025-06-08 03:17:57,"VariantA",0,2,10,"direct","Mobile WebView","Mobile"
9297,2025-05-28 11:47:36,"VariantA",0,4,24,"direct","Firefox","Desktop"
9298,2025-06-06 20:54:35,"VariantA",0,8,42,"google","Chrome","Mobile"
9299,2025-06-09 19:45:13,"VariantA",0,4,26,"email","Edge","Desktop"
9300,2025-05-29 10:39:21,"VariantA",0,8,24,"direct","Safari","Mobile"
9301,2025-05-17 13:05:12,"VariantC",0,5,26,"twitter","Chrome","Desktop"
9302,2025-05-25 02:11:07,"VariantC",0,4,36,"email","Edge","Desktop"
9303,2025-05-28 16:13:04,"Control",1,6,8,"direct","Chrome","Desktop"
9304,2025-06-07 07:32:38,"Control",0,3,21,"facebook","Chrome","Mobile"
9305,2025-05-27 02:51:17,"Control",0,9,25,"google","Chrome","Mobile"
9306,2025-06-08 22:37:43,"VariantA",0,4,14,"google","Chrome","Mobile"
9307,2025-06-03 11:12:38,"VariantA",0,12,14,"direct","Chrome","Desktop"
9308,2025-05-19 21:29:02,"Control",1,4,14,"twitter","Chrome","Mobile"
9309,2025-06-02 02:07:05,"VariantA",0,6,18,"twitter","Edge","Mobile"
9310,2025-05-21 18:30:36,"VariantC",0,5,19,"google","Firefox","Mobile"
9311,2025-06-07 18:07:45,"Control",0,8,26,"google","Edge","Desktop"
9312,2025-05-30 05:36:11,"Control",0,6,18,"google","Chrome","Mobile"
9313,2025-05-22 11:43:14,"VariantA",0,4,12,"google","Safari","Desktop"
9314,2025-06-08 23:29:13,"VariantA",0,4,21,"google","Chrome","Mobile"
9315,2025-05-18 02:04:50,"Control",0,6,14,"twitter","Chrome","Mobile"
9316,2025-05-17 13:17:14,"VariantA",0,7,16,"google","Safari","Mobile"
9317,2025-05-30 19:03:43,"VariantC",0,3,30,"direct","Chrome","Desktop"
9318,2025-05-23 08:46:42,"Control",0,10,8,"direct","Chrome","Desktop"
9319,2025-05-29 17:21:01,"Control",1,7,26,"google","Chrome","Desktop"
9320,2025-06-03 01:53:59,"VariantA",0,4,12,"facebook","Safari","Mobile"
9321,2025-05-19 04:45:26,"VariantC",0,5,21,"direct","Chrome","Desktop"
9322,2025-05-29 09:35:05,"VariantA",0,5,13,"direct","Mobile WebView","Desktop"
9323,2025-06-12 03:25:43,"VariantA",0,9,27,"google","Safari","Mobile"
9324,2025-06-08 14:35:29,"VariantC",0,4,18,"google","Chrome","Desktop"
9325,2025-05-18 22:55:16,"VariantC",0,4,9,"direct","Firefox","Desktop"
9326,2025-05-24 12:26:50,"Control",0,6,28,"facebook","Mobile WebView","Mobile"
9327,2025-05-20 06:47:29,"VariantA",0,7,22,"google","Chrome","Mobile"
9328,2025-06-01 19:13:49,"VariantC",0,9,17,"facebook","Chrome","Mobile"
9329,2025-06-07 07:21:41,"VariantC",0,6,29,"facebook","Firefox","Desktop"
9330,2025-06-04 04:01:14,"VariantC",0,7,36,"email","Safari","Mobile"
9331,2025-06-10 22:35:06,"VariantC",0,7,11,"google","Chrome","Mobile"
9332,2025-06-11 05:03:44,"VariantA",0,7,20,"direct","Firefox","Desktop"
9333,2025-05-18 00:47:04,"VariantC",0,8,28,"google","Chrome","Desktop"
9334,2025-06-11 22:10:25,"VariantC",0,3,50,"google","Edge","Mobile"
9335,2025-05-23 11:43:39,"VariantC",0,8,47,"direct","Chrome","Desktop"
9336,2025-05-29 21:00:28,"VariantA",0,8,24,"google","Safari","Desktop"
9337,2025-05-17 11:24:38,"VariantC",0,6,27,"google","Safari","Mobile"
9338,2025-05-28 00:20:06,"VariantA",0,9,12,"email","Chrome","Mobile"
9339,2025-05-28 06:12:44,"VariantA",0,6,24,"twitter","Chrome","Desktop"
9340,2025-05-19 06:21:46,"VariantA",0,7,9,"facebook","Firefox","Mobile"
9341,2025-05-27 03:03:45,"VariantC",0,6,37,"twitter","Chrome","Desktop"
9342,2025-05-23 18:17:52,"Control",0,7,49,"google","Edge","Desktop"
9343,2025-06-02 16:33:32,"Control",0,3,7,"direct","Chrome","Desktop"
9344,2025-05-27 00:34:17,"VariantA",0,3,30,"facebook","Chrome","Mobile"
9345,2025-05-23 05:50:08,"VariantA",0,6,29,"google","Firefox","Mobile"
9346,2025-06-02 06:58:08,"VariantC",0,7,20,"direct","Mobile WebView","Mobile"
9347,2025-06-02 14:53:53,"VariantA",0,4,27,"google","Safari","Desktop"
9348,2025-05-18 02:26:29,"VariantC",0,3,19,"google","Firefox","Desktop"
9349,2025-05-21 05:24:37,"VariantA",0,5,16,"google","Chrome","Mobile"
9350,2025-06-13 13:16:51,"VariantC",0,6,16,"direct","Chrome","Desktop"
9351,2025-05-30 03:04:38,"VariantA",0,7,29,"direct","Mobile WebView","Mobile"
9352,2025-06-02 19:49:28,"Control",0,8,17,"google","Chrome","Mobile"
9353,2025-06-02 21:24:01,"VariantA",0,5,22,"email","Edge","Desktop"
9354,2025-05-25 16:56:07,"VariantA",0,6,15,"facebook","Firefox","Desktop"
9355,2025-05-23 01:52:42,"VariantC",0,7,13,"google","Safari","Desktop"
9356,2025-06-02 18:10:41,"VariantC",0,4,19,"facebook","Safari","Desktop"
9357,2025-06-08 03:10:14,"Control",0,4,7,"google","Edge","Desktop"
9358,2025-05-22 22:56:00,"Control",0,7,47,"facebook","Chrome","Desktop"
9359,2025-06-12 23:11:32,"Control",0,7,27,"google","Chrome","Desktop"
9360,2025-06-07 06:20:08,"VariantA",0,4,24,"google","Safari","Desktop"
9361,2025-05-18 20:07:49,"VariantC",0,10,19,"facebook","Chrome","Mobile"
9362,2025-05-19 08:45:11,"VariantC",0,5,18,"google","Safari","Desktop"
9363,2025-05-19 06:29:10,"Control",0,4,25,"google","Mobile WebView","Desktop"
9364,2025-06-11 22:54:53,"VariantA",0,6,36,"google","Chrome","Desktop"
9365,2025-05-27 16:15:31,"VariantC",0,5,20,"google","Firefox","Desktop"
9366,2025-06-04 03:49:10,"VariantC",0,3,9,"direct","Chrome","Mobile"
9367,2025-05-31 16:35:15,"VariantC",0,9,46,"google","Edge","Mobile"
9368,2025-06-13 19:16:33,"Control",0,9,47,"google","Safari","Mobile"
9369,2025-06-07 02:38:20,"VariantC",0,10,29,"facebook","Chrome","Desktop"
9370,2025-06-04 18:58:06,"VariantC",0,4,35,"twitter","Safari","Desktop"
9371,2025-06-05 19:01:51,"Control",0,8,35,"google","Chrome","Desktop"
9372,2025-06-04 19:23:37,"VariantA",0,6,15,"google","Chrome","Desktop"
9373,2025-05-27 20:59:00,"VariantC",0,4,19,"twitter","Chrome","Desktop"
9374,2025-05-25 06:16:59,"VariantC",0,4,20,"google","Safari","Desktop"
9375,2025-05-22 01:43:08,"Control",0,8,21,"google","Safari","Desktop"
9376,2025-06-12 08:22:15,"VariantA",0,5,19,"google","Chrome","Desktop"
9377,2025-05-30 12:33:33,"Control",0,8,23,"facebook","Chrome","Desktop"
9378,2025-06-03 14:41:36,"Control",0,5,39,"direct","Edge","Desktop"
9379,2025-05-22 15:41:39,"VariantC",0,3,22,"google","Chrome","Mobile"
9380,2025-06-13 18:41:50,"VariantC",0,3,19,"google","Firefox","Desktop"
9381,2025-05-20 16:54:08,"Control",0,5,16,"twitter","Safari","Desktop"
9382,2025-06-02 03:08:02,"Control",0,6,16,"facebook","Firefox","Mobile"
9383,2025-05-22 11:29:10,"Control",0,7,24,"direct","Safari","Desktop"
9384,2025-06-08 01:43:12,"VariantC",0,7,25,"direct","Edge","Desktop"
9385,2025-06-12 14:34:54,"VariantA",0,7,23,"google","Safari","Mobile"
9386,2025-06-07 15:43:26,"VariantC",0,6,28,"facebook","Edge","Desktop"
9387,2025-06-09 01:05:53,"VariantC",0,7,12,"google","Chrome","Mobile"
9388,2025-06-10 09:46:53,"VariantC",0,3,16,"direct","Edge","Mobile"
9389,2025-06-08 14:43:28,"Control",0,4,17,"facebook","Safari","Desktop"
9390,2025-05-25 05:07:43,"VariantA",0,6,12,"twitter","Safari","Mobile"
9391,2025-05-18 11:49:47,"Control",0,6,24,"facebook","Safari","Mobile"
9392,2025-06-08 02:53:35,"VariantA",0,7,14,"direct","Safari","Mobile"
9393,2025-05-30 02:34:44,"VariantC",0,7,10,"twitter","Safari","Mobile"
9394,2025-06-15 12:09:50,"Control",0,6,10,"google","Safari","Mobile"
9395,2025-06-06 00:59:58,"VariantA",0,5,13,"google","Firefox","Desktop"
9396,2025-06-08 17:43:29,"VariantA",0,5,10,"google","Chrome","Mobile"
9397,2025-05-18 18:59:10,"VariantA",0,5,12,"twitter","Chrome","Desktop"
9398,2025-06-08 03:33:25,"Control",0,9,10,"google","Chrome","Mobile"
9399,2025-06-11 22:17:53,"VariantA",0,5,9,"email","Chrome","Mobile"
9400,2025-06-06 00:30:29,"Control",0,5,22,"facebook","Chrome","Mobile"
9401,2025-06-02 08:12:22,"Control",0,4,16,"twitter","Firefox","Desktop"
9402,2025-05-17 15:47:19,"VariantA",0,5,34,"direct","Chrome","Desktop"
9403,2025-05-31 21:24:11,"VariantA",0,4,24,"twitter","Safari","Desktop"
9404,2025-06-10 20:41:28,"VariantC",0,6,16,"email","Chrome","Desktop"
9405,2025-05-29 22:23:19,"VariantC",0,9,52,"google","Chrome","Desktop"
9406,2025-06-11 06:58:37,"Control",0,11,25,"google","Safari","Mobile"
9407,2025-05-21 03:18:04,"Control",0,5,42,"google","Safari","Desktop"
9408,2025-06-12 14:20:05,"Control",0,6,18,"google","Chrome","Desktop"
9409,2025-05-31 21:59:10,"Control",0,8,10,"facebook","Chrome","Mobile"
9410,2025-05-26 20:05:16,"VariantC",0,7,26,"facebook","Chrome","Mobile"
9411,2025-05-25 14:17:13,"Control",0,3,27,"direct","Firefox","Mobile"
9412,2025-06-12 05:28:37,"VariantC",0,3,10,"google","Edge","Mobile"
9413,2025-06-10 16:51:23,"Control",0,9,23,"direct","Mobile WebView","Desktop"
9414,2025-05-25 23:10:25,"Control",0,4,43,"google","Firefox","Desktop"
9415,2025-06-10 01:27:23,"VariantA",0,4,30,"google","Chrome","Desktop"
9416,2025-06-01 06:53:41,"VariantA",0,13,12,"direct","Chrome","Mobile"
9417,2025-06-05 08:50:42,"VariantC",0,3,24,"google","Chrome","Mobile"
9418,2025-05-20 02:55:03,"VariantC",0,5,13,"facebook","Chrome","Mobile"
9419,2025-06-09 02:20:24,"Control",0,5,13,"twitter","Edge","Mobile"
9420,2025-06-14 23:49:10,"VariantA",0,7,22,"direct","Chrome","Desktop"
9421,2025-06-08 11:29:48,"VariantA",0,2,17,"google","Edge","Desktop"
9422,2025-05-27 20:09:41,"Control",0,8,29,"direct","Safari","Desktop"
9423,2025-06-15 18:24:14,"Control",0,5,28,"google","Safari","Desktop"
9424,2025-06-09 03:43:54,"VariantC",0,5,22,"google","Safari","Desktop"
9425,2025-05-25 14:24:50,"VariantA",0,9,12,"google","Chrome","Desktop"
9426,2025-05-19 12:21:23,"Control",0,6,28,"google","Firefox","Desktop"
9427,2025-05-22 17:31:21,"VariantA",0,7,15,"google","Chrome","Mobile"
9428,2025-06-03 21:12:31,"Control",1,4,35,"facebook","Mobile WebView","Mobile"
9429,2025-06-14 00:25:48,"VariantC",0,5,19,"direct","Chrome","Mobile"
9430,2025-05-29 12:30:44,"Control",0,3,20,"google","Mobile WebView","Mobile"
9431,2025-05-27 07:05:42,"VariantC",0,4,18,"twitter","Edge","Mobile"
9432,2025-05-24 23:34:01,"VariantC",0,5,19,"email","Safari","Desktop"
9433,2025-06-16 02:05:19,"VariantA",0,4,18,"direct","Chrome","Desktop"
9434,2025-06-01 16:23:32,"Control",0,10,22,"google","Firefox","Desktop"
9435,2025-06-09 15:07:33,"VariantC",0,8,36,"direct","Chrome","Desktop"
9436,2025-06-06 06:09:22,"VariantA",0,5,30,"google","Chrome","Mobile"
9437,2025-06-08 14:22:58,"VariantA",0,10,9,"google","Chrome","Desktop"
9438,2025-05-28 00:54:15,"VariantA",0,4,10,"google","Firefox","Mobile"
9439,2025-05-19 18:28:01,"Control",0,10,95,"email","Chrome","Mobile"
9440,2025-06-12 13:30:40,"VariantA",0,8,15,"direct","Chrome","Desktop"
9441,2025-06-01 20:18:29,"Control",0,5,22,"direct","Firefox","Desktop"
9442,2025-06-10 16:04:08,"Control",0,8,15,"direct","Safari","Desktop"
9443,2025-05-29 02:51:15,"VariantC",0,3,27,"twitter","Chrome","Mobile"
9444,2025-06-03 04:53:02,"VariantA",0,6,39,"google","Chrome","Mobile"
9445,2025-06-06 00:10:31,"VariantC",0,4,21,"twitter","Chrome","Mobile"
9446,2025-06-10 17:53:44,"Control",0,6,22,"google","Chrome","Desktop"
9447,2025-06-02 14:41:02,"Control",0,5,48,"direct","Chrome","Desktop"
9448,2025-06-07 20:08:13,"VariantA",0,6,11,"direct","Safari","Mobile"
9449,2025-05-20 15:03:41,"Control",0,7,7,"email","Chrome","Mobile"
9450,2025-05-25 19:56:45,"Control",0,6,14,"email","Firefox","Mobile"
9451,2025-06-12 20:35:11,"Control",0,7,22,"google","Firefox","Desktop"
9452,2025-06-10 01:13:45,"Control",0,14,16,"direct","Safari","Desktop"
9453,2025-06-13 10:22:30,"Control",0,6,49,"google","Chrome","Mobile"
9454,2025-06-14 04:39:13,"VariantC",0,5,30,"direct","Chrome","Desktop"
9455,2025-06-07 08:57:05,"VariantC",0,6,30,"email","Firefox","Desktop"
9456,2025-05-31 20:28:50,"VariantA",0,6,16,"direct","Firefox","Mobile"
9457,2025-05-24 23:00:57,"Control",0,6,26,"direct","Chrome","Desktop"
9458,2025-06-04 20:06:33,"VariantA",0,8,20,"google","Edge","Mobile"
9459,2025-06-12 10:18:13,"VariantC",1,5,23,"email","Chrome","Mobile"
9460,2025-05-27 16:22:51,"Control",0,6,13,"google","Edge","Desktop"
9461,2025-05-18 12:38:37,"VariantA",0,7,49,"facebook","Firefox","Mobile"
9462,2025-05-31 10:48:22,"Control",0,6,35,"google","Edge","Desktop"
9463,2025-05-19 21:47:05,"VariantC",0,7,39,"google","Safari","Mobile"
9464,2025-06-06 06:40:28,"VariantC",0,5,9,"facebook","Firefox","Mobile"
9465,2025-06-10 16:47:11,"VariantA",0,9,12,"twitter","Safari","Desktop"
9466,2025-05-29 18:55:05,"Control",0,6,20,"twitter","Chrome","Desktop"
9467,2025-05-30 05:46:49,"VariantC",0,7,11,"google","Chrome","Desktop"
9468,2025-06-12 03:55:33,"Control",0,5,14,"direct","Firefox","Mobile"
9469,2025-05-23 23:46:31,"Control",0,3,18,"google","Chrome","Mobile"
9470,2025-05-28 19:42:58,"VariantA",0,4,22,"google","Firefox","Desktop"
9471,2025-05-31 19:37:52,"VariantC",0,6,28,"direct","Chrome","Desktop"
9472,2025-05-25 14:13:08,"VariantA",0,3,24,"facebook","Chrome","Mobile"
9473,2025-06-06 00:02:06,"Control",0,4,8,"google","Chrome","Desktop"
9474,2025-06-13 10:29:03,"Control",0,7,13,"facebook","Firefox","Mobile"
9475,2025-05-18 01:17:27,"VariantA",0,7,21,"google","Chrome","Desktop"
9476,2025-06-03 04:11:10,"VariantA",0,7,12,"email","Chrome","Mobile"
9477,2025-05-30 12:21:53,"VariantC",0,8,16,"twitter","Edge","Desktop"
9478,2025-06-05 07:21:30,"VariantA",0,8,25,"facebook","Chrome","Mobile"
9479,2025-06-10 10:43:43,"VariantC",0,7,44,"google","Chrome","Mobile"
9480,2025-06-11 08:50:34,"VariantC",0,4,12,"google","Edge","Mobile"
9481,2025-06-05 07:54:04,"VariantC",0,9,20,"google","Safari","Desktop"
9482,2025-06-07 19:25:31,"VariantC",0,3,12,"google","Firefox","Mobile"
9483,2025-05-17 21:58:08,"VariantA",0,5,20,"direct","Chrome","Mobile"
9484,2025-05-29 08:22:00,"Control",0,6,23,"google","Safari","Desktop"
9485,2025-06-03 07:07:23,"VariantC",0,4,27,"facebook","Safari","Desktop"
9486,2025-05-29 22:20:19,"Control",0,5,31,"google","Chrome","Desktop"
9487,2025-05-21 00:31:53,"VariantA",0,4,20,"facebook","Chrome","Desktop"
9488,2025-06-12 00:26:20,"VariantA",0,6,32,"facebook","Chrome","Mobile"
9489,2025-05-30 01:58:04,"Control",0,6,18,"google","Chrome","Mobile"
9490,2025-06-09 00:58:27,"VariantC",0,9,34,"google","Firefox","Desktop"
9491,2025-06-14 17:52:22,"Control",0,4,71,"email","Safari","Mobile"
9492,2025-06-04 09:00:23,"VariantA",0,5,25,"direct","Chrome","Mobile"
9493,2025-06-15 11:02:44,"VariantC",0,7,19,"facebook","Firefox","Desktop"
9494,2025-06-01 02:17:05,"VariantC",0,4,18,"twitter","Edge","Mobile"
9495,2025-05-29 23:38:56,"VariantA",0,7,13,"google","Chrome","Mobile"
9496,2025-05-29 00:42:00,"Control",0,9,32,"direct","Safari","Mobile"
9497,2025-05-31 01:54:20,"Control",0,4,28,"direct","Chrome","Desktop"
9498,2025-06-12 09:38:42,"Control",0,2,10,"facebook","Edge","Desktop"
9499,2025-05-19 23:51:06,"VariantC",0,5,55,"google","Safari","Mobile"
9500,2025-06-07 13:32:22,"VariantA",0,8,39,"direct","Chrome","Desktop"
9501,2025-06-09 02:38:21,"Control",0,5,23,"google","Edge","Mobile"
9502,2025-06-07 20:03:31,"Control",0,6,13,"google","Safari","Mobile"
9503,2025-06-15 01:36:59,"Control",0,8,24,"facebook","Firefox","Mobile"
9504,2025-05-21 16:22:54,"VariantC",0,9,19,"facebook","Chrome","Desktop"
9505,2025-05-29 00:34:31,"Control",0,8,10,"facebook","Firefox","Desktop"
9506,2025-05-23 12:10:44,"Control",0,6,10,"email","Chrome","Mobile"
9507,2025-05-18 00:43:04,"VariantA",0,9,14,"google","Chrome","Mobile"
9508,2025-06-03 06:40:42,"VariantA",0,7,19,"email","Firefox","Desktop"
9509,2025-05-28 17:10:24,"VariantC",0,3,18,"direct","Mobile WebView","Desktop"
9510,2025-06-01 10:00:48,"Control",0,6,10,"google","Firefox","Mobile"
9511,2025-05-20 22:04:51,"Control",0,5,67,"twitter","Firefox","Mobile"
9512,2025-06-02 15:56:27,"Control",0,7,14,"google","Chrome","Mobile"
9513,2025-05-20 17:26:55,"Control",0,6,11,"email","Safari","Desktop"
9514,2025-06-05 01:16:28,"VariantC",0,3,24,"facebook","Chrome","Desktop"
9515,2025-05-23 09:17:43,"Control",0,4,18,"direct","Firefox","Mobile"
9516,2025-06-12 01:33:09,"Control",0,7,11,"direct","Edge","Desktop"
9517,2025-05-18 11:19:57,"Control",0,7,29,"google","Firefox","Desktop"
9518,2025-06-05 11:14:09,"Control",0,5,15,"google","Firefox","Desktop"
9519,2025-05-25 09:49:03,"VariantC",0,6,33,"google","Chrome","Desktop"
9520,2025-06-13 05:58:48,"VariantA",0,8,22,"google","Firefox","Mobile"
9521,2025-05-26 06:08:47,"VariantA",0,8,40,"direct","Chrome","Mobile"
9522,2025-06-01 01:18:05,"VariantA",0,7,29,"google","Chrome","Mobile"
9523,2025-06-02 10:57:04,"VariantC",0,5,27,"facebook","Edge","Desktop"
9524,2025-05-30 08:46:20,"VariantA",0,10,33,"direct","Edge","Mobile"
9525,2025-06-07 16:19:26,"Control",0,3,10,"direct","Safari","Desktop"
9526,2025-05-21 22:31:05,"Control",0,4,23,"direct","Edge","Desktop"
9527,2025-05-17 11:17:45,"VariantC",0,6,11,"email","Chrome","Desktop"
9528,2025-06-02 20:06:56,"Control",0,7,19,"twitter","Chrome","Mobile"
9529,2025-05-31 13:36:19,"VariantC",0,9,31,"google","Chrome","Desktop"
9530,2025-05-21 18:57:01,"VariantC",0,10,19,"direct","Safari","Desktop"
9531,2025-06-12 07:55:24,"Control",0,7,15,"twitter","Safari","Mobile"
9532,2025-06-15 01:43:40,"VariantA",0,4,10,"google","Firefox","Mobile"
9533,2025-05-23 08:53:11,"VariantC",0,5,30,"twitter","Chrome","Mobile"
9534,2025-05-17 09:32:33,"VariantC",0,5,27,"email","Chrome","Mobile"
9535,2025-06-15 18:13:32,"Control",0,12,15,"google","Mobile WebView","Mobile"
9536,2025-05-17 11:58:52,"VariantA",0,6,6,"google","Chrome","Desktop"
9537,2025-06-10 06:31:05,"Control",0,8,16,"google","Safari","Mobile"
9538,2025-05-26 22:18:36,"VariantA",0,8,46,"google","Firefox","Mobile"
9539,2025-06-09 04:44:12,"VariantA",0,2,51,"facebook","Chrome","Desktop"
9540,2025-05-30 10:24:52,"Control",0,7,22,"email","Safari","Desktop"
9541,2025-05-31 10:34:42,"Control",0,6,16,"google","Chrome","Mobile"
9542,2025-05-18 02:01:25,"VariantA",0,7,18,"facebook","Chrome","Desktop"
9543,2025-05-30 09:26:33,"Control",0,3,14,"google","Edge","Desktop"
9544,2025-05-31 16:00:34,"VariantA",0,9,10,"google","Chrome","Mobile"
9545,2025-06-11 13:13:05,"VariantA",0,11,21,"twitter","Firefox","Desktop"
9546,2025-05-20 04:26:05,"VariantC",0,7,19,"google","Chrome","Desktop"
9547,2025-05-25 08:48:43,"VariantC",0,6,28,"google","Chrome","Mobile"
9548,2025-05-28 16:49:09,"Control",0,9,35,"google","Edge","Desktop"
9549,2025-05-21 13:56:38,"VariantC",0,10,37,"google","Safari","Mobile"
9550,2025-06-03 04:40:47,"VariantC",0,8,10,"google","Edge","Desktop"
9551,2025-06-15 16:21:52,"VariantC",0,7,13,"google","Chrome","Mobile"
9552,2025-06-14 16:08:00,"VariantA",0,5,16,"twitter","Chrome","Desktop"
9553,2025-05-20 20:37:42,"Control",0,7,24,"google","Chrome","Desktop"
9554,2025-05-27 16:35:39,"VariantA",0,7,15,"google","Safari","Desktop"
9555,2025-06-15 17:02:59,"VariantA",0,9,17,"direct","Chrome","Mobile"
9556,2025-05-19 12:00:30,"Control",0,2,7,"facebook","Safari","Desktop"
9557,2025-06-10 11:41:27,"VariantC",0,8,14,"google","Chrome","Mobile"
9558,2025-06-07 05:42:08,"Control",0,7,17,"facebook","Firefox","Mobile"
9559,2025-05-23 00:28:39,"Control",0,6,18,"direct","Firefox","Desktop"
9560,2025-06-06 21:27:44,"Control",0,3,30,"direct","Firefox","Desktop"
9561,2025-05-23 07:39:35,"VariantC",0,6,10,"email","Firefox","Desktop"
9562,2025-06-05 22:23:59,"VariantA",0,4,27,"direct","Chrome","Mobile"
9563,2025-05-28 16:13:43,"VariantA",0,6,19,"direct","Chrome","Mobile"
9564,2025-06-01 08:51:31,"VariantC",0,6,28,"google","Safari","Mobile"
9565,2025-05-31 04:12:28,"Control",0,9,34,"facebook","Chrome","Mobile"
9566,2025-06-05 02:15:46,"Control",0,4,34,"direct","Safari","Mobile"
9567,2025-05-17 23:10:49,"VariantC",0,6,9,"google","Chrome","Desktop"
9568,2025-05-23 17:43:40,"VariantA",0,5,14,"google","Firefox","Mobile"
9569,2025-06-08 12:01:19,"VariantC",0,7,37,"google","Chrome","Desktop"
9570,2025-05-24 20:48:49,"VariantA",0,5,17,"google","Chrome","Desktop"
9571,2025-05-28 14:37:05,"VariantA",0,5,17,"email","Firefox","Desktop"
9572,2025-05-28 23:04:44,"VariantC",0,7,26,"google","Chrome","Desktop"
9573,2025-05-31 09:26:52,"Control",0,10,45,"twitter","Safari","Desktop"
9574,2025-06-03 10:39:28,"VariantA",0,6,7,"facebook","Safari","Mobile"
9575,2025-06-14 21:15:18,"VariantC",1,9,18,"facebook","Chrome","Mobile"
9576,2025-05-31 20:10:08,"Control",0,2,31,"google","Safari","Desktop"
9577,2025-05-31 16:37:12,"Control",0,4,21,"google","Mobile WebView","Mobile"
9578,2025-05-24 04:12:20,"VariantA",0,6,20,"facebook","Safari","Desktop"
9579,2025-06-13 08:26:15,"VariantC",0,5,21,"google","Safari","Mobile"
9580,2025-06-12 03:20:08,"Control",0,7,14,"email","Chrome","Desktop"
9581,2025-05-19 20:27:55,"Control",0,6,9,"direct","Safari","Desktop"
9582,2025-06-10 11:23:24,"VariantA",0,4,19,"google","Firefox","Mobile"
9583,2025-06-13 06:31:18,"Control",0,6,24,"facebook","Chrome","Desktop"
9584,2025-06-15 05:35:14,"VariantA",1,7,26,"direct","Chrome","Mobile"
9585,2025-05-27 03:07:01,"Control",0,6,62,"twitter","Chrome","Mobile"
9586,2025-06-09 04:44:52,"VariantA",0,3,21,"facebook","Edge","Mobile"
9587,2025-05-19 04:17:42,"Control",0,10,16,"direct","Safari","Mobile"
9588,2025-06-12 13:10:30,"Control",0,6,30,"facebook","Mobile WebView","Mobile"
9589,2025-05-25 03:27:08,"Control",0,3,7,"direct","Firefox","Mobile"
9590,2025-06-14 13:39:07,"VariantC",0,3,11,"google","Chrome","Desktop"
9591,2025-05-18 20:32:14,"VariantA",0,6,24,"google","Chrome","Mobile"
9592,2025-05-18 04:39:58,"VariantC",0,2,25,"email","Mobile WebView","Desktop"
9593,2025-06-14 20:36:27,"VariantC",0,10,26,"google","Safari","Mobile"
9594,2025-05-26 18:12:57,"Control",0,7,13,"twitter","Chrome","Desktop"
9595,2025-06-06 09:18:01,"VariantA",0,6,24,"facebook","Chrome","Desktop"
9596,2025-05-20 22:59:19,"Control",0,8,24,"twitter","Chrome","Mobile"
9597,2025-05-28 00:34:59,"VariantA",0,4,25,"google","Chrome","Desktop"
9598,2025-06-10 17:05:57,"VariantA",0,5,16,"google","Safari","Mobile"
9599,2025-05-25 17:15:53,"VariantC",0,6,13,"google","Edge","Desktop"
9600,2025-05-18 14:18:07,"Control",0,6,29,"facebook","Safari","Desktop"
9601,2025-06-06 07:03:27,"VariantC",0,7,9,"google","Firefox","Mobile"
9602,2025-05-19 21:19:39,"VariantC",0,7,28,"facebook","Chrome","Desktop"
9603,2025-05-24 18:56:02,"Control",0,5,20,"direct","Firefox","Mobile"
9604,2025-05-30 02:38:16,"Control",0,6,17,"twitter","Chrome","Desktop"
9605,2025-06-10 12:05:19,"Control",0,5,18,"facebook","Chrome","Desktop"
9606,2025-06-02 03:58:01,"VariantC",0,5,17,"google","Mobile WebView","Mobile"
9607,2025-05-18 13:55:02,"Control",0,6,14,"direct","Firefox","Desktop"
9608,2025-06-09 11:50:40,"Control",0,11,25,"facebook","Firefox","Desktop"
9609,2025-06-07 17:47:16,"VariantC",0,10,12,"facebook","Mobile WebView","Desktop"
9610,2025-05-28 19:06:07,"Control",0,5,10,"google","Chrome","Mobile"
9611,2025-05-23 15:56:33,"Control",0,7,26,"google","Edge","Mobile"
9612,2025-06-12 18:11:09,"Control",0,6,12,"google","Safari","Desktop"
9613,2025-05-20 22:17:17,"VariantC",0,8,13,"google","Chrome","Mobile"
9614,2025-05-17 09:24:23,"Control",0,8,40,"facebook","Chrome","Desktop"
9615,2025-05-24 13:16:40,"VariantA",0,5,20,"direct","Chrome","Mobile"
9616,2025-06-11 05:46:57,"VariantC",0,4,9,"google","Chrome","Desktop"
9617,2025-06-13 05:19:19,"VariantC",0,4,8,"email","Chrome","Desktop"
9618,2025-05-25 11:46:32,"VariantA",0,7,20,"google","Chrome","Mobile"
9619,2025-05-20 15:03:58,"VariantA",0,5,10,"direct","Firefox","Desktop"
9620,2025-05-22 00:47:12,"VariantA",0,5,25,"twitter","Safari","Desktop"
9621,2025-06-05 23:36:11,"VariantC",0,7,18,"direct","Edge","Mobile"
